branch;chainage;type_code;station_label;dfs0
BRANCH973;7851.0;1;W49 ;.\Waterdemand2.dfs0
BRANCH974;1157.0;1;W49 ;.\Waterdemand2.dfs0
BRANCH974;1157.0;1;W49 ;.\Waterdemand2.dfs0
BRANCH974;3000.0;1;W49 ;.\Waterdemand2.dfs0
BRANCH975;6000.0;1;W49 ;.\Waterdemand2.dfs0
BRANCH976;5018.0;1;W49 ;.\Waterdemand2.dfs0
BRANCH978;200.0;1;W49 ;.\Waterdemand2.dfs0
BRANCH979;3947.0;1;W49 ;.\Waterdemand2.dfs0
BRANCH983;2479.0;1;W49 ;.\Waterdemand2.dfs0
BRANCH984;2162.0;1;W49 ;.\Waterdemand2.dfs0
BRANCH987;3000.0;1;W49 ;.\Waterdemand2.dfs0
BRANCH988;3000.0;1;W49 ;.\Waterdemand2.dfs0
BRANCH989;6000.0;1;W49 ;.\Waterdemand2.dfs0
BRANCH991;200.0;1;W49 ;.\Waterdemand2.dfs0
BRANCH993;200.0;1;W34 ;.\Waterdemand2.dfs0
BRANCH993;8386.0;1;W49 ;.\Waterdemand2.dfs0
BRANCH994;3000.0;1;W49 ;.\Waterdemand2.dfs0
BRANCH997;3000.0;1;W48 ;.\Waterdemand2.dfs0
BRANCH999;2773.0;1;W49 ;.\Waterdemand2.dfs0
BRTALIEM;4000.0;1;W26 ;.\Waterdemand2.dfs0
Bui Moi;4500.0;1; PR/105 ;.\Waterdemand2.dfs0
BUNG COC;3800.0;1;W26 ;.\Waterdemand2.dfs0
BUNG TUC;2000.0;1;W23 ;.\Waterdemand2.dfs0
BUNG TUC;7000.0;1;W23 ;.\Waterdemand2.dfs0
BUNG TUC;9000.0;1;W23 ;.\Waterdemand2.dfs0
BUNGLON;2163.0;1;W18 ;.\Waterdemand2.dfs0
BUNGTRUONG;2500.0;1; SMT/81 ;.\Waterdemand2.dfs0
BUNGTRUONG;12433.0;1; SMT/81 ;.\Waterdemand2.dfs0
C01;6548.5;1;SUB1088 ;.\Waterdemand2.dfs0
C02;1380.0;1;SUB1088 ;.\Waterdemand2.dfs0
C03;718.0;1;SUB1088 ;.\Waterdemand2.dfs0
C05;1074.0;1;SUB1088 ;.\Waterdemand2.dfs0
C06;2519.0;1;SUB1089 ;.\Waterdemand2.dfs0
C07;3613.0;1;SUB1089 ;.\Waterdemand2.dfs0
C08;3532.0;1;SUB1089 ;.\Waterdemand2.dfs0
C09;1155.5;1;SUB1089 ;.\Waterdemand2.dfs0
C10;1110.0;1;SUB1089 ;.\Waterdemand2.dfs0
C11;6610.0;1;SUB1089 ;.\Waterdemand2.dfs0
C12;8800.5;1;SUB1089 ;.\Waterdemand2.dfs0
C13;6554.0;1;SUB1089 ;.\Waterdemand2.dfs0
C14;3858.0;1;SUB1089 ;.\Waterdemand2.dfs0
C15;2370.5;1;SUB1089 ;.\Waterdemand2.dfs0
C16;5673.0;1;SUB1090 ;.\Waterdemand2.dfs0
C17;8586.5;1;SUB1090 ;.\Waterdemand2.dfs0
C18;2893.0;1;SUB1090 ;.\Waterdemand2.dfs0
C19;3741.5;1;SUB1090 ;.\Waterdemand2.dfs0
C20;2756.5;1;SUB1090 ;.\Waterdemand2.dfs0
C21;2155.0;1;SUB1090 ;.\Waterdemand2.dfs0
C22;4753.5;1;SUB1090 ;.\Waterdemand2.dfs0
C23;5388.0;1;SUB1090 ;.\Waterdemand2.dfs0
C24;4367.5;1;SUB1090 ;.\Waterdemand2.dfs0
C25;4007.5;1;SUB1090 ;.\Waterdemand2.dfs0
C26;3283.0;1;SUB1090 ;.\Waterdemand2.dfs0
C27;4943.0;1;SUB1090 ;.\Waterdemand2.dfs0
C28;11826.5;1;SUB1090 ;.\Waterdemand2.dfs0
C29;4615.5;1;SUB1090 ;.\Waterdemand2.dfs0
C30;5181.5;1;SUB1090 ;.\Waterdemand2.dfs0
C31;1014.5;1;SUB1090 ;.\Waterdemand2.dfs0
C32;4441.5;1;SUB1090 ;.\Waterdemand2.dfs0
C33;6143.0;1;SUB1091 ;.\Waterdemand2.dfs0
C34;4720.5;1;SUB1091 ;.\Waterdemand2.dfs0
C35;4531.5;1;SUB1089 ;.\Waterdemand2.dfs0
C36;4229.0;1;SUB1089 ;.\Waterdemand2.dfs0
C37;4782.0;1;SUB1089 ;.\Waterdemand2.dfs0
C38;1733.0;1;SUB1089 ;.\Waterdemand2.dfs0
C39;2318.5;1;SUB1089 ;.\Waterdemand2.dfs0
C40;1334.5;1;SUB1089 ;.\Waterdemand2.dfs0
C41;2696.5;1;SUB1089 ;.\Waterdemand2.dfs0
C42;3783.5;1;SUB1089 ;.\Waterdemand2.dfs0
C43;1000.0;1;SUB1089 ;.\Waterdemand2.dfs0
Ca Duc;2075.0;1; PR/104 ;.\Waterdemand2.dfs0
Ca Duc;9975.0;1; PR/103 ;.\Waterdemand2.dfs0
Ca Gua;7500.0;1; PR/107 ;.\Waterdemand2.dfs0
CA MAU 1;2000.0;1;W45 ;.\Waterdemand2.dfs0
CA MAU 2;2000.0;1;W45 ;.\Waterdemand2.dfs0
CA MAU 2;5863.0;1;W45 ;.\Waterdemand2.dfs0
CA MAU 2;7977.0;1;W45 ;.\Waterdemand2.dfs0
CA MAU 4;2106.0;1;W53 ;.\Waterdemand2.dfs0
CA MAU BL;26327.0;1;W32 ;.\Waterdemand2.dfs0
CA MAU BL;26327.0;1;W48 ;.\Waterdemand2.dfs0
CA MAU BL;37095.0;1;W49 ;.\Waterdemand2.dfs0
CA MAU BL;44771.0;1;W49 ;.\Waterdemand2.dfs0
CA MAU BL;49732.0;1;W49 ;.\Waterdemand2.dfs0
CA MAU11;200.0;1;W48 ;.\Waterdemand2.dfs0
CA MAU11;200.0;1;W48 ;.\Waterdemand2.dfs0
Ca Mon;4500.0;1; PR/110 ;.\Waterdemand2.dfs0
CA VINH;2000.0;1;W30 ;.\Waterdemand2.dfs0
Cai Bat;12116.0;1; PR/110 ;.\Waterdemand2.dfs0
CAI BE;15023.0;1;W16 ;.\Waterdemand2.dfs0
CAI BE;24853.0;1;W17 ;.\Waterdemand2.dfs0
CAI BE;35443.0;1;W17 ;.\Waterdemand2.dfs0
CAI BE;81654.0;1;W18 ;.\Waterdemand2.dfs0
CAI BE;86652.0;1;W20 ;.\Waterdemand2.dfs0
Cai Beo;4500.0;1; PR/103 ;.\Waterdemand2.dfs0
Cai Beo;13500.0;1; PR/103 ;.\Waterdemand2.dfs0
Cai Cai;2500.0;1; PR/112 ;.\Waterdemand2.dfs0
Cai Cai;14045.0;1; PR/109 ;.\Waterdemand2.dfs0
CAI CAU;4000.0;1;W23 ;.\Waterdemand2.dfs0
Cai Co LK;580.0;1; PR/112 ;.\Waterdemand2.dfs0
Cai Co LK;9864.0;1; PR/112 ;.\Waterdemand2.dfs0
Cai Co LK;16900.0;1; PR/112 ;.\Waterdemand2.dfs0
Cai Co LK;33076.0;1; PR/113 ;.\Waterdemand2.dfs0
Cai Co LK;51750.0;1; PR/113 ;.\Waterdemand2.dfs0
Cai Co LK;58750.0;1; PR/113 ;.\Waterdemand2.dfs0
Cai Co LK;75656.0;1; PR/110 ;.\Waterdemand2.dfs0
Cai Co LK;79250.0;1; PR/110 ;.\Waterdemand2.dfs0
Cai Co LK;82915.0;1; PR/110 ;.\Waterdemand2.dfs0
Cai Co LK;85952.0;1; PR/110 ;.\Waterdemand2.dfs0
Cai Con;5138.0;1;W23 ;.\Waterdemand2.dfs0
CAI CON BE;2000.0;1;W23 ;.\Waterdemand2.dfs0
CAI DA;4000.0;1;W19 ;.\Waterdemand2.dfs0
CAI DIA;5000.0;1;W21 ;.\Waterdemand2.dfs0
CAI LON;2803.0;1;W54 ;.\Waterdemand2.dfs0
CAI LON;5084.0;1;W17 ;.\Waterdemand2.dfs0
CAI LON;8867.0;1;W52 ;.\Waterdemand2.dfs0
CAI LON;11378.0;1;W52 ;.\Waterdemand2.dfs0
CAI LON;12634.0;1;W17 ;.\Waterdemand2.dfs0
CAI LON;33917.0;1;W51 ;.\Waterdemand2.dfs0
CAI LON;39069.0;1;W17 ;.\Waterdemand2.dfs0
CAI LON;41874.0;1;W51 ;.\Waterdemand2.dfs0
CAI LON;74601.0;1;W20 ;.\Waterdemand2.dfs0
CAI LON;80832.0;1;W21 ;.\Waterdemand2.dfs0
CAI LON;86521.0;1;W22 ;.\Waterdemand2.dfs0
CAI LON;89522.0;1;W22 ;.\Waterdemand2.dfs0
CAI LON;100556.0;1;W21 ;.\Waterdemand2.dfs0
CAI LON;106388.0;1;W22 ;.\Waterdemand2.dfs0
CAI NHUM;200.0;1;W19 ;.\Waterdemand2.dfs0
CAI NHUM;2000.0;1;W19 ;.\Waterdemand2.dfs0
Cai Rung;16172.0;1; PR/110 ;.\Waterdemand2.dfs0
Cai Sach;1500.0;1; PR/107 ;.\Waterdemand2.dfs0
Cai San;928.0;1; LXQ/14 ;.\Waterdemand2.dfs0
Cai San;10392.0;1; LXQ/14 ;.\Waterdemand2.dfs0
CAI SAN;18144.0;1;W16 ;.\Waterdemand2.dfs0
CAI SAN;19599.0;1;W16 ;.\Waterdemand2.dfs0
Cai San;30500.0;1; LXQ/14 ;.\Waterdemand2.dfs0
Cai San;42500.0;1; LXQ/14 ;.\Waterdemand2.dfs0
Cai San;46000.0;1; LXQ/14 ;.\Waterdemand2.dfs0
CAI TAT;3000.0;1;W19 ;.\Waterdemand2.dfs0
CAI TRAU;6705.0;1;W28 ;.\Waterdemand2.dfs0
CAI TRAU;8243.0;1;W29 ;.\Waterdemand2.dfs0
CAI TRAU;32574.0;1;W30 ;.\Waterdemand2.dfs0
CAI TRAU NG;13830.0;1;W28 ;.\Waterdemand2.dfs0
CAIBONGR;200.0;1;W62 ;.\Waterdemand2.dfs0
CAIHOP;7111.0;1; SMT/83 ;.\Waterdemand2.dfs0
CAIHOP;14125.0;1; SMT/83 ;.\Waterdemand2.dfs0
CAINUOC2;2456.0;1;W60 ;.\Waterdemand2.dfs0
CAINUOCRIVER;6000.0;1;W61 ;.\Waterdemand2.dfs0
CAN GAO;12373.0;1;W52 ;.\Waterdemand2.dfs0
CAN GAO;14500.0;1;W52 ;.\Waterdemand2.dfs0
CAN GAO;15465.0;1;W52 ;.\Waterdemand2.dfs0
CAN GAO;18647.0;1;W53 ;.\Waterdemand2.dfs0
CAN GAO;32287.0;1;W54 ;.\Waterdemand2.dfs0
CAN GAO;57613.0;1;W55 ;.\Waterdemand2.dfs0
CAN GAO;58890.0;1;W53 ;.\Waterdemand2.dfs0
CAN GAO;63706.0;1;W55 ;.\Waterdemand2.dfs0
CAN GAO;66748.0;1;W55 ;.\Waterdemand2.dfs0
CAN GAO;68372.0;1;W53 ;.\Waterdemand2.dfs0
CAN GAO;69500.0;1;W55 ;.\Waterdemand2.dfs0
Can Thao;6350.0;1; LXQ/11 ;.\Waterdemand2.dfs0
Can Thao;6350.0;1; LXQ/11 ;.\Waterdemand2.dfs0
Can Tho HH;12090.0;1; NMT/79 ;.\Waterdemand2.dfs0
CAN_THO;6221.0;1;W18 ;.\Waterdemand2.dfs0
CAN_THO;9434.0;1;W18 ;.\Waterdemand2.dfs0
CAN_THO;19727.0;1;W19 ;.\Waterdemand2.dfs0
CAN_THO;24438.0;1;W18 ;.\Waterdemand2.dfs0
CAN_THO;32298.0;1;W19 ;.\Waterdemand2.dfs0
Cau So 9;5000.0;1; LXQ/15 ;.\Waterdemand2.dfs0
CAY BANG;2000.0;1;W27 ;.\Waterdemand2.dfs0
CAY GIUA;4000.0;1;W44 ;.\Waterdemand2.dfs0
Cay Kho Lon;7500.0;1; WEVC/114 ;.\Waterdemand2.dfs0
CAYNHUM;200.0;1;W63 ;.\Waterdemand2.dfs0
CC4;6000.0;1;W34 ;.\Waterdemand2.dfs0
CDXDONG;2000.0;1;W23 ;.\Waterdemand2.dfs0
CDXDONG;9000.0;1;W23 ;.\Waterdemand2.dfs0
CDXDONG;9000.0;1;W23 ;.\Waterdemand2.dfs0
CG11_16;9225.0;1; GC/97 ;.\Waterdemand2.dfs0
CG17_18;10344.0;1; GC/97 ;.\Waterdemand2.dfs0
CHAC BANG;3062.0;1;W42 ;.\Waterdemand2.dfs0
CHAC BANG;11242.0;1;W43 ;.\Waterdemand2.dfs0
CHAC BANG;12079.0;1;W53 ;.\Waterdemand2.dfs0
CHAC BANG;12848.0;1;W43 ;.\Waterdemand2.dfs0
CHAC BANG;15321.0;1;W43 ;.\Waterdemand2.dfs0
CHAC BANG;21331.0;1;W43 ;.\Waterdemand2.dfs0
CHAC BANG;28687.0;1;W53 ;.\Waterdemand2.dfs0
CHAC BANG;30430.0;1;W44 ;.\Waterdemand2.dfs0
Chac Ca Dao;6530.0;1; LXQ/13 ;.\Waterdemand2.dfs0
Chac Ca Dao;9884.0;1; LXQ/13 ;.\Waterdemand2.dfs0
ChauDoc-Channel;6848.0;1; NMT/68 ;.\Waterdemand2.dfs0
CHEMZ_278;5272.0;1;W53 ;.\Waterdemand2.dfs0
CHEMZ_279;5034.0;1;W53 ;.\Waterdemand2.dfs0
CHEMZ_282;1585.0;1;W53 ;.\Waterdemand2.dfs0
CHEMZ_285;200.0;1;W53 ;.\Waterdemand2.dfs0
CHEMZ_286;1416.0;1;W53 ;.\Waterdemand2.dfs0
CHEMZ_288;3524.0;1;W53 ;.\Waterdemand2.dfs0
CHEMZ_290;200.0;1;W53 ;.\Waterdemand2.dfs0
CHEMZ_292;2586.0;1;W53 ;.\Waterdemand2.dfs0
CHEMZ_296;200.0;1;W53 ;.\Waterdemand2.dfs0
CHEMZ_297;3404.0;1;W53 ;.\Waterdemand2.dfs0
CHEMZ_299;200.0;1;W53 ;.\Waterdemand2.dfs0
CHEMZ_299;2113.0;1;W53 ;.\Waterdemand2.dfs0
CHEMZ_300;200.0;1;W53 ;.\Waterdemand2.dfs0
CHEMZ_300;5461.0;1;W53 ;.\Waterdemand2.dfs0
CHEMZ_302;2483.0;1;W53 ;.\Waterdemand2.dfs0
CHEMZ_302;4396.0;1;W53 ;.\Waterdemand2.dfs0
CHEMZ_303;918.0;1;W53 ;.\Waterdemand2.dfs0
CHEMZ_305;200.0;1;W53 ;.\Waterdemand2.dfs0
CHEMZ_306;200.0;1;W53 ;.\Waterdemand2.dfs0
CHEMZ_307;9094.0;1;W55 ;.\Waterdemand2.dfs0
CHEMZ_308;11919.0;1;W55 ;.\Waterdemand2.dfs0
CHEMZ_310;5357.0;1;W55 ;.\Waterdemand2.dfs0
CHEMZ_312;1634.0;1;W55 ;.\Waterdemand2.dfs0
CHEMZ_312;1634.0;1;W55 ;.\Waterdemand2.dfs0
CHEMZ_313;200.0;1;W55 ;.\Waterdemand2.dfs0
CHEMZ_314;200.0;1;W55 ;.\Waterdemand2.dfs0
CHEMZ_314;4116.0;1;W55 ;.\Waterdemand2.dfs0
CHEMZ_316;200.0;1;W55 ;.\Waterdemand2.dfs0
CHEMZ_317;200.0;1;W55 ;.\Waterdemand2.dfs0
CHEMZ_317;2431.0;1;W55 ;.\Waterdemand2.dfs0
CHEMZ_321;808.0;1;W55 ;.\Waterdemand2.dfs0
CHEMZ_321;808.0;1;W55 ;.\Waterdemand2.dfs0
CHEMZ_323;1145.0;1;W55 ;.\Waterdemand2.dfs0
CHEMZ_327;9067.0;1;W55 ;.\Waterdemand2.dfs0
CHEMZ_328;3378.0;1;W55 ;.\Waterdemand2.dfs0
CHEMZ_328;4765.0;1;W55 ;.\Waterdemand2.dfs0
CHEMZ_328;11192.0;1;W55 ;.\Waterdemand2.dfs0
CHEMZ_329;6667.0;1;W55 ;.\Waterdemand2.dfs0
CHEMZ_330;1726.0;1;W55 ;.\Waterdemand2.dfs0
CHEMZ_332;6587.0;1;W55 ;.\Waterdemand2.dfs0
CHEMZ_335;6494.0;1;W55 ;.\Waterdemand2.dfs0
CHEMZ_337;5521.0;1;W55 ;.\Waterdemand2.dfs0
CHEMZ_338;200.0;1;W55 ;.\Waterdemand2.dfs0
CHEMZ_338;1913.0;1;W55 ;.\Waterdemand2.dfs0
CHEMZ_340;2010.0;1;W55 ;.\Waterdemand2.dfs0
CHEMZ_341;200.0;1;W53 ;.\Waterdemand2.dfs0
CHEMZ_342;200.0;1;W53 ;.\Waterdemand2.dfs0
CHEMZ_343;200.0;1;W53 ;.\Waterdemand2.dfs0
CHEMZ_343;200.0;1;W53 ;.\Waterdemand2.dfs0
CHIEN LUY;4000.0;1;W36 ;.\Waterdemand2.dfs0
CHIEN LUY;6536.0;1;W36 ;.\Waterdemand2.dfs0
CHO CU;6000.0;1;W29 ;.\Waterdemand2.dfs0
CHO CU1;3089.0;1;W26 ;.\Waterdemand2.dfs0
Cho Gao;27340.0;1; TA/98 ;.\Waterdemand2.dfs0
CHONG CHAC;2000.0;1;W23 ;.\Waterdemand2.dfs0
CHONGMY;1487.0;1;W53 ;.\Waterdemand2.dfs0
CHONGMY;3821.0;1;W53 ;.\Waterdemand2.dfs0
CHONGMY;7949.0;1;W53 ;.\Waterdemand2.dfs0
CHUVANG1;6000.0;1;W54 ;.\Waterdemand2.dfs0
CM11;12491.0;1;W58 ;.\Waterdemand2.dfs0
CM11;22054.0;1;W58 ;.\Waterdemand2.dfs0
CM16_17;2000.0;1;W58 ;.\Waterdemand2.dfs0
CM20_21;200.0;1;W61 ;.\Waterdemand2.dfs0
CM20_21;200.0;1;W61 ;.\Waterdemand2.dfs0
CM59_60;200.0;1;W60 ;.\Waterdemand2.dfs0
CM59_60;8142.0;1;W60 ;.\Waterdemand2.dfs0
CM59_60;19207.0;1;W60 ;.\Waterdemand2.dfs0
CM59_60;19207.0;1;W60 ;.\Waterdemand2.dfs0
CMP_CAI TAC;6000.0;1;W19 ;.\Waterdemand2.dfs0
CMP_MOI;6111.0;1;W37 ;.\Waterdemand2.dfs0
CMP_MOI1;1000.0;1;W20 ;.\Waterdemand2.dfs0
CMP_MOI1;3000.0;1;W20 ;.\Waterdemand2.dfs0
CMP_MUONG KHAI;4369.0;1;W23 ;.\Waterdemand2.dfs0
CMY_CN;3000.0;1;W60 ;.\Waterdemand2.dfs0
CMY_CN;6000.0;1;W60 ;.\Waterdemand2.dfs0
CMY_CN;6000.0;1;W60 ;.\Waterdemand2.dfs0
CO BA;3000.0;1;W19 ;.\Waterdemand2.dfs0
CO THIEN;4000.0;1;W28 ;.\Waterdemand2.dfs0
CoChien;5856.0;1; NMT/80 ;.\Waterdemand2.dfs0
CONG DIEN;6000.0;1;W30 ;.\Waterdemand2.dfs0
CONG DIEN TREN;323.0;1;W34 ;.\Waterdemand2.dfs0
CONG DIEN TREN;2000.0;1;W34 ;.\Waterdemand2.dfs0
CSNTUNG;3540.0;1;W23 ;.\Waterdemand2.dfs0
CUACUNGHAU;0.0;1; SMT/83 ;.\Waterdemand2.dfs0
CUACUNGHAU;5668.0;1; SMT/85 ;.\Waterdemand2.dfs0
CUACUNGHAU;11451.0;1; SMT/87 ;.\Waterdemand2.dfs0
CUACUNGHAU;16082.0;1; SMT/85 ;.\Waterdemand2.dfs0
CuaDai;12625.0;1; GC/96 ;.\Waterdemand2.dfs0
CuaDai;29616.0;1; GC/96 ;.\Waterdemand2.dfs0
CuaTranDe;9597.0;1;W25 ;.\Waterdemand2.dfs0
DAI NGAI;9186.0;1;W23 ;.\Waterdemand2.dfs0
DAI NGAI;10801.0;1;W25 ;.\Waterdemand2.dfs0
DAI NGAI;13355.0;1;W23 ;.\Waterdemand2.dfs0
DAI NGAI;18611.0;1;W25 ;.\Waterdemand2.dfs0
DAI NGAI;28415.0;1;W30 ;.\Waterdemand2.dfs0
Dao;2000.0;1; LXQ/11 ;.\Waterdemand2.dfs0
Dao;6500.0;1; LXQ/11 ;.\Waterdemand2.dfs0
DAP DA;200.0;1;W27 ;.\Waterdemand2.dfs0
DE NMAN;1915.0;1;W22 ;.\Waterdemand2.dfs0
DE NMAN;16000.0;1;W22 ;.\Waterdemand2.dfs0
DE NMAN;26000.0;1;W22 ;.\Waterdemand2.dfs0
Dong An;2250.0;1; CD/120 ;.\Waterdemand2.dfs0
DONG BINH;5000.0;1;W19 ;.\Waterdemand2.dfs0
DONG DA;6000.0;1;W32 ;.\Waterdemand2.dfs0
Dong Tien;47500.0;1; PR/105 ;.\Waterdemand2.dfs0
Dong Tien;57000.0;1; PR/105 ;.\Waterdemand2.dfs0
DUNG;2840.0;1;W17 ;.\Waterdemand2.dfs0
Dung;9640.0;1;W17 ;.\Waterdemand2.dfs0
Dung;9640.0;1;W17 ;.\Waterdemand2.dfs0
DUONG LANG;2000.0;1;W27 ;.\Waterdemand2.dfs0
DUONG LANG;4000.0;1;W27 ;.\Waterdemand2.dfs0
DUONG MON;3268.0;1;W29 ;.\Waterdemand2.dfs0
DUONGXUONG1;2232.0;1;W17 ;.\Waterdemand2.dfs0
DUONGXUONG2;2221.0;1;W17 ;.\Waterdemand2.dfs0
DUONGXUONG2;4242.0;1;W17 ;.\Waterdemand2.dfs0
GANH HAO;7837.0;1;W50 ;.\Waterdemand2.dfs0
GANH HAO;16257.0;1;W63 ;.\Waterdemand2.dfs0
GANH HAO;21665.0;1;W63 ;.\Waterdemand2.dfs0
Ganh Hao;31220.0;1;W49 ;.\Waterdemand2.dfs0
GANH HAO;33552.0;1;W49 ;.\Waterdemand2.dfs0
GANH HAO;41270.0;1;W49 ;.\Waterdemand2.dfs0
GCCKET;7260.0;1;W23 ;.\Waterdemand2.dfs0
GCCKET;13108.0;1;W23 ;.\Waterdemand2.dfs0
GIAI PHONG;2000.0;1;W27 ;.\Waterdemand2.dfs0
GIAI PHONG2;2000.0;1;W30 ;.\Waterdemand2.dfs0
Giang Thanh;533.0;1; LXQ/1 ;.\Waterdemand2.dfs0
GIONG CAM;2000.0;1;W22 ;.\Waterdemand2.dfs0
GIUA;200.0;1;W16 ;.\Waterdemand2.dfs0
GIUA;7000.0;1;W16 ;.\Waterdemand2.dfs0
GIUA;8000.0;1;W16 ;.\Waterdemand2.dfs0
GIUA;11000.0;1;W16 ;.\Waterdemand2.dfs0
GIUA;14000.0;1;W16 ;.\Waterdemand2.dfs0
GIUA;17000.0;1;W16 ;.\Waterdemand2.dfs0
GIUA;17000.0;1;W16 ;.\Waterdemand2.dfs0
GIUA;25000.0;1;W16 ;.\Waterdemand2.dfs0
GIUA;26000.0;1;W16 ;.\Waterdemand2.dfs0
GIUA;33000.0;1;W16 ;.\Waterdemand2.dfs0
GIUA;38000.0;1;W16 ;.\Waterdemand2.dfs0
GO_06_12;6567.0;1; GC/97 ;.\Waterdemand2.dfs0
GO_06_12;41783.0;1; GC/97 ;.\Waterdemand2.dfs0
GO_08;7747.0;1;W62 ;.\Waterdemand2.dfs0
GO12_170;11749.0;1;W66 ;.\Waterdemand2.dfs0
GO12_170;11749.0;1;W66 ;.\Waterdemand2.dfs0
GO13_33;12899.0;1;W66 ;.\Waterdemand2.dfs0
GO134_140;675.0;1;W63 ;.\Waterdemand2.dfs0
GO134_140;2252.0;1;W65 ;.\Waterdemand2.dfs0
GO134_140;10270.0;1;W64 ;.\Waterdemand2.dfs0
GO134_140;10270.0;1;W65 ;.\Waterdemand2.dfs0
GO162_163;954.0;1;W66 ;.\Waterdemand2.dfs0
GO27_28;10881.0;1;W66 ;.\Waterdemand2.dfs0
GO73_75;26762.0;1;W63 ;.\Waterdemand2.dfs0
GOC;4000.0;1;W25 ;.\Waterdemand2.dfs0
GOC;4000.0;1;W25 ;.\Waterdemand2.dfs0
GREATLAKE;0.0;1;0;.\Inflow_GreatLake.dfs0
GREATLAKE;14000.0;1;0;.\Inflow_GreatLake.dfs0
GREATLAKE;28000.0;1;0;.\Inflow_GreatLake.dfs0
GREATLAKE;42000.0;1;0;.\Inflow_GreatLake.dfs0
GREATLAKE;66000.0;1;0;.\Inflow_GreatLake.dfs0
GREATLAKE;80000.0;1;0;.\Inflow_GreatLake.dfs0
GREATLAKE;94000.0;1;0;.\Inflow_GreatLake.dfs0
